27,97	0,20688
4,17	0,3326
6,19	0,40305
21,29	0,54844
27,27	0,61242
41,2	0,76123
48,59	0,84018
54,45	0,90168
57,67	0,97402
12,34	0,45908
19,24	0,53403
33,59	0,67616
40,8	0,75053
31,02	0,64547
5,96	0,29859
9,53	0,29888
32,83	0,17074
40,17	0,75745
14,1	0,48675
21,82	0,55909
36,12	0,70223
54,29	0,92447
56,87	1
33,84	0,14489
17,99	0,26915
6,96	0,41411
29,36	0,63184
42,58	0,77222
13,85	0,28336
3,74	0,35839
9,56	0,43188
16,64	0,50327
