–1,0
+12,1
–0,8
+10,9
–0,6
  +9,7
–0,4
  +8,4
–0,2
  +6,6
  0,0
  +4,7
+0,2
  +2,7
+0,4
  +0,7
+0,6
  –1,1
+0,8
  –2,9
+1,0
  –4,6
+1,2
  –6,3
+1,4
  –7,6
+1,6
  –8,9
+1,8
–10,2



